,load_id,customer_id,route_id,load_date,load_type,weight_lbs,pieces,revenue,fuel_surcharge,accessorial_charges,load_status,booking_type
61866,LOAD00061867,CUST00171,RTE00033,2026-03-06,Refrigerated,13552,1,362.5,40.08,75,Completed,Spot
61867,LOAD00061868,CUST00136,RTE00047,2026-03-06,Refrigerated,41886,9,1069.8,76.16,50,Completed,Dedicated
61868,LOAD00061869,CUST00034,RTE00044,2026-03-06,Dry Van,28393,10,6933.13,814.37,100,Completed,Spot
61869,LOAD00061870,CUST00178,RTE00039,2026-03-06,Dry Van,44250,22,2175.68,344.52,0,Completed,Dedicated
61870,LOAD00061871,CUST00003,RTE00037,2026-03-06,Dry Van,18944,17,3562.14,537.81,0,Completed,Dedicated
61871,LOAD00061872,CUST00064,RTE00017,2026-03-06,Refrigerated,28293,11,1781.02,384.2,100,Completed,Contract
61872,LOAD00061873,CUST00174,RTE00023,2026-03-06,Refrigerated,10410,10,2541.14,216.92,0,Completed,Dedicated
61873,LOAD00061874,CUST00062,RTE00046,2026-03-06,Refrigerated,34426,14,6088.92,499.18,50,Completed,Spot
61874,LOAD00061875,CUST00061,RTE00030,2026-03-06,Dry Van,18513,20,4967.82,708.51,150,Completed,Dedicated
61875,LOAD00061876,CUST00161,RTE00013,2026-03-06,Refrigerated,24684,3,1229.02,141.33,50,Completed,Dedicated
61876,LOAD00061877,CUST00136,RTE00044,2026-03-06,Dry Van,27396,21,7864.91,814.37,0,Completed,Contract
61877,LOAD00061878,CUST00195,RTE00046,2026-03-06,Refrigerated,10515,25,5682.35,499.18,0,Completed,Dedicated
61878,LOAD00061879,CUST00134,RTE00046,2026-03-06,Refrigerated,43978,7,5479.12,499.18,75,Completed,Contract
61879,LOAD00061880,CUST00119,RTE00051,2026-03-06,Refrigerated,37387,23,2993.67,460.0,100,Completed,Dedicated
61880,LOAD00061881,CUST00186,RTE00036,2026-03-06,Refrigerated,20764,28,607.81,86.46,50,Completed,Dedicated
61881,LOAD00061882,CUST00002,RTE00023,2026-03-06,Dry Van,37628,2,3058.23,216.92,150,Completed,Dedicated
61882,LOAD00061883,CUST00014,RTE00037,2026-03-06,Refrigerated,32290,1,4122.52,537.81,50,Completed,Dedicated
61883,LOAD00061884,CUST00142,RTE00028,2026-03-06,Dry Van,16600,23,3843.35,564.72,100,Completed,Dedicated
61884,LOAD00061885,CUST00013,RTE00055,2026-03-06,Refrigerated,18655,10,3146.55,357.25,0,Completed,Spot
61885,LOAD00061886,CUST00011,RTE00010,2026-03-06,Dry Van,34412,13,161.15,15.64,75,Completed,Dedicated
61886,LOAD00061887,CUST00178,RTE00009,2026-03-06,Refrigerated,36116,1,1938.21,149.26,75,Completed,Dedicated
61887,LOAD00061888,CUST00057,RTE00057,2026-03-07,Refrigerated,30916,9,2316.36,276.3,100,Completed,Contract
61888,LOAD00061889,CUST00165,RTE00023,2026-03-07,Dry Van,15682,17,2561.86,216.92,0,Completed,Spot
61889,LOAD00061890,CUST00094,RTE00045,2026-03-07,Refrigerated,39431,7,1490.29,137.31,100,Completed,Dedicated
61890,LOAD00061891,CUST00128,RTE00037,2026-03-07,Refrigerated,41098,27,3629.23,537.81,50,Completed,Dedicated
61891,LOAD00061892,CUST00018,RTE00051,2026-03-07,Dry Van,14723,5,3199.82,460.0,200,Completed,Contract
61892,LOAD00061893,CUST00168,RTE00011,2026-03-07,Dry Van,33472,13,1048.27,131.28,150,Completed,Dedicated
61893,LOAD00061894,CUST00008,RTE00012,2026-03-07,Dry Van,33115,2,6499.94,453.91,100,Completed,Dedicated
61894,LOAD00061895,CUST00070,RTE00012,2026-03-07,Dry Van,11680,22,5960.39,453.91,0,Completed,Spot
61895,LOAD00061896,CUST00041,RTE00033,2026-03-07,Refrigerated,28124,2,426.86,40.08,150,Completed,Spot
61896,LOAD00061897,CUST00120,RTE00015,2026-03-07,Refrigerated,15907,8,251.18,13.8,200,Completed,Spot
61897,LOAD00061898,CUST00138,RTE00009,2026-03-07,Dry Van,19119,15,1610.12,149.26,75,Completed,Contract
61898,LOAD00061899,CUST00169,RTE00041,2026-03-07,Dry Van,31191,28,3129.73,255.36,0,Completed,Contract
61899,LOAD00061900,CUST00109,RTE00023,2026-03-07,Refrigerated,41042,2,2931.34,216.92,50,Completed,Spot
61900,LOAD00061901,CUST00172,RTE00022,2026-03-07,Refrigerated,33081,22,1033.27,161.53,150,Completed,Contract
61901,LOAD00061902,CUST00129,RTE00054,2026-03-07,Refrigerated,35650,28,3185.44,295.83,100,Completed,Contract
61902,LOAD00061903,CUST00178,RTE00040,2026-03-07,Refrigerated,23212,16,4480.14,524.7,75,Completed,Spot
61903,LOAD00061904,CUST00003,RTE00043,2026-03-07,Dry Van,34922,4,2282.74,249.44,100,Completed,Dedicated
61904,LOAD00061905,CUST00082,RTE00056,2026-03-07,Refrigerated,24916,17,4752.14,309.24,0,Completed,Dedicated
61905,LOAD00061906,CUST00176,RTE00041,2026-03-07,Refrigerated,22633,11,2993.98,255.36,0,Completed,Spot
61906,LOAD00061907,CUST00156,RTE00034,2026-03-07,Refrigerated,19477,9,4621.93,792.88,0,Completed,Spot
61907,LOAD00061908,CUST00040,RTE00037,2026-03-07,Refrigerated,41456,7,4218.54,537.81,75,Completed,Dedicated
61908,LOAD00061909,CUST00075,RTE00018,2026-03-07,Dry Van,38261,9,1493.11,187.6,200,Completed,Spot
61909,LOAD00061910,CUST00018,RTE00046,2026-03-07,Dry Van,20868,28,6540.86,499.18,0,Completed,Dedicated
61910,LOAD00061911,CUST00118,RTE00010,2026-03-07,Refrigerated,39991,14,141.54,15.64,100,Completed,Spot
61911,LOAD00061912,CUST00092,RTE00001,2026-03-07,Refrigerated,41804,27,1248.09,128.63,0,Completed,Dedicated
61912,LOAD00061913,CUST00058,RTE00050,2026-03-07,Refrigerated,36820,4,1336.72,170.88,50,Completed,Spot
61913,LOAD00061914,CUST00133,RTE00025,2026-03-07,Refrigerated,16782,20,4572.34,565.38,0,Completed,Dedicated
61914,LOAD00061915,CUST00118,RTE00048,2026-03-07,Refrigerated,22525,8,6297.56,792.88,100,Completed,Contract
61915,LOAD00061916,CUST00199,RTE00015,2026-03-07,Refrigerated,35275,17,260.0,13.8,0,Completed,Contract
61916,LOAD00061917,CUST00021,RTE00037,2026-03-07,Dry Van,38600,24,3767.83,537.81,0,Completed,Dedicated
61917,LOAD00061918,CUST00131,RTE00038,2026-03-07,Refrigerated,11017,20,3618.11,314.64,75,Completed,Dedicated
61918,LOAD00061919,CUST00154,RTE00054,2026-03-07,Refrigerated,34209,16,3019.72,295.83,0,Completed,Dedicated
61919,LOAD00061920,CUST00001,RTE00014,2026-03-07,Dry Van,31880,11,2590.89,228.76,0,Completed,Dedicated
61920,LOAD00061921,CUST00137,RTE00040,2026-03-07,Refrigerated,33554,21,4432.33,524.7,0,Completed,Spot
61921,LOAD00061922,CUST00060,RTE00044,2026-03-07,Refrigerated,35792,16,7445.05,814.37,0,Completed,Spot
61922,LOAD00061923,CUST00185,RTE00015,2026-03-07,Dry Van,37357,2,276.78,13.8,0,Completed,Spot
61923,LOAD00061924,CUST00114,RTE00027,2026-03-07,Refrigerated,29945,28,2245.06,419.43,50,Completed,Dedicated
61924,LOAD00061925,CUST00182,RTE00056,2026-03-07,Dry Van,23249,26,4844.29,309.24,75,Completed,Spot
61925,LOAD00061926,CUST00110,RTE00010,2026-03-07,Refrigerated,30822,8,136.94,15.64,150,Completed,Contract
61926,LOAD00061927,CUST00121,RTE00009,2026-03-07,Refrigerated,13701,21,1480.76,149.26,0,Completed,Spot
61927,LOAD00061928,CUST00125,RTE00030,2026-03-07,Refrigerated,37636,27,5414.95,708.51,50,Completed,Spot
61928,LOAD00061929,CUST00068,RTE00008,2026-03-07,Dry Van,40007,8,2042.85,114.3,100,Completed,Contract
61929,LOAD00061930,CUST00183,RTE00043,2026-03-07,Refrigerated,43284,10,2509.44,249.44,0,Completed,Dedicated
61930,LOAD00061931,CUST00139,RTE00034,2026-03-07,Refrigerated,13063,21,4436.44,792.88,200,Completed,Spot
61931,LOAD00061932,CUST00034,RTE00007,2026-03-07,Dry Van,32887,7,4444.35,504.32,150,Completed,Dedicated
61932,LOAD00061933,CUST00180,RTE00016,2026-03-07,Refrigerated,38483,23,5805.61,463.93,0,Completed,Spot
61933,LOAD00061934,CUST00189,RTE00039,2026-03-07,Dry Van,27514,16,2359.16,344.52,200,Completed,Dedicated
61934,LOAD00061935,CUST00096,RTE00057,2026-03-07,Refrigerated,15794,26,2178.7,276.3,50,Completed,Spot
61935,LOAD00061936,CUST00078,RTE00022,2026-03-07,Refrigerated,22654,4,1097.33,161.53,200,Completed,Dedicated
61936,LOAD00061937,CUST00013,RTE00031,2026-03-07,Refrigerated,30826,21,1593.09,185.6,50,Completed,Spot
61937,LOAD00061938,CUST00110,RTE00012,2026-03-07,Dry Van,22427,17,6012.6,453.91,150,Completed,Dedicated
61938,LOAD00061939,CUST00153,RTE00009,2026-03-07,Dry Van,17787,5,1598.15,149.26,100,Completed,Contract
61939,LOAD00061940,CUST00170,RTE00051,2026-03-07,Dry Van,11460,19,3881.46,460.0,200,Completed,Dedicated
61940,LOAD00061941,CUST00122,RTE00049,2026-03-07,Dry Van,19217,21,2009.48,144.0,150,Completed,Contract
61941,LOAD00061942,CUST00200,RTE00028,2026-03-07,Dry Van,42365,23,3716.29,564.72,50,Completed,Dedicated
61942,LOAD00061943,CUST00023,RTE00009,2026-03-07,Refrigerated,28329,14,1779.29,149.26,200,Completed,Dedicated
61943,LOAD00061944,CUST00108,RTE00042,2026-03-07,Refrigerated,16359,3,5834.8,472.14,50,Completed,Spot
61944,LOAD00061945,CUST00079,RTE00014,2026-03-07,Dry Van,21606,19,2275.96,228.76,50,Completed,Dedicated
61945,LOAD00061946,CUST00069,RTE00053,2026-03-07,Refrigerated,33283,27,2030.59,209.79,200,Completed,Dedicated
61946,LOAD00061947,CUST00059,RTE00051,2026-03-07,Refrigerated,23023,27,3898.03,460.0,0,Completed,Dedicated
61947,LOAD00061948,CUST00177,RTE00017,2026-03-07,Dry Van,20432,21,2350.34,384.2,150,Completed,Contract
61948,LOAD00061949,CUST00076,RTE00045,2026-03-07,Refrigerated,18247,18,1267.29,137.31,50,Completed,Spot
61949,LOAD00061950,CUST00152,RTE00056,2026-03-07,Dry Van,32453,9,4693.41,309.24,0,Completed,Contract
61950,LOAD00061951,CUST00115,RTE00019,2026-03-07,Refrigerated,23114,18,2585.76,406.72,100,Completed,Dedicated
61951,LOAD00061952,CUST00107,RTE00043,2026-03-07,Dry Van,16987,2,2623.21,249.44,0,Completed,Dedicated
61952,LOAD00061953,CUST00180,RTE00046,2026-03-07,Dry Van,38930,17,5811.87,499.18,75,Completed,Contract
61953,LOAD00061954,CUST00177,RTE00032,2026-03-07,Dry Van,14882,9,4352.9,451.8,200,Completed,Spot
61954,LOAD00061955,CUST00045,RTE00041,2026-03-07,Dry Van,35067,16,3156.4,255.36,50,Completed,Spot
61955,LOAD00061956,CUST00131,RTE00041,2026-03-07,Refrigerated,30627,7,3399.41,255.36,200,Completed,Contract
61956,LOAD00061957,CUST00171,RTE00051,2026-03-07,Refrigerated,28179,19,3270.75,460.0,0,Completed,Dedicated
61957,LOAD00061958,CUST00013,RTE00006,2026-03-07,Refrigerated,30040,16,1469.85,189.0,0,Completed,Dedicated
61958,LOAD00061959,CUST00006,RTE00027,2026-03-07,Dry Van,26141,18,2560.34,419.43,0,Completed,Dedicated
61959,LOAD00061960,CUST00097,RTE00058,2026-03-07,Dry Van,33868,21,1057.87,98.61,50,Completed,Dedicated
61960,LOAD00061961,CUST00133,RTE00049,2026-03-07,Dry Van,13533,28,2009.72,144.0,100,Completed,Spot
61961,LOAD00061962,CUST00174,RTE00057,2026-03-07,Dry Van,36762,15,2450.32,276.3,150,Completed,Dedicated
61962,LOAD00061963,CUST00040,RTE00014,2026-03-07,Refrigerated,23409,11,2868.07,228.76,200,Completed,Spot
61963,LOAD00061964,CUST00162,RTE00040,2026-03-07,Refrigerated,14144,20,3560.9,524.7,100,Completed,Dedicated
61964,LOAD00061965,CUST00040,RTE00003,2026-03-07,Refrigerated,23391,1,5460.29,580.87,0,Completed,Spot
61965,LOAD00061966,CUST00078,RTE00007,2026-03-07,Dry Van,33099,7,4099.13,504.32,0,Completed,Dedicated
61966,LOAD00061967,CUST00018,RTE00041,2026-03-07,Refrigerated,43729,15,3723.81,255.36,200,Completed,Dedicated
61967,LOAD00061968,CUST00024,RTE00052,2026-03-07,Dry Van,33003,12,1381.78,273.36,0,Completed,Contract
61968,LOAD00061969,CUST00099,RTE00024,2026-03-07,Dry Van,26535,28,2865.94,376.0,150,Completed,Spot
61969,LOAD00061970,CUST00189,RTE00029,2026-03-07,Dry Van,16001,22,6924.76,891.82,200,Completed,Spot
61970,LOAD00061971,CUST00039,RTE00017,2026-03-08,Refrigerated,18543,14,2230.83,384.2,100,Completed,Spot
61971,LOAD00061972,CUST00076,RTE00009,2026-03-08,Dry Van,34192,12,1900.46,149.26,150,Completed,Dedicated
61972,LOAD00061973,CUST00149,RTE00032,2026-03-08,Refrigerated,39712,25,4829.88,451.8,100,Completed,Dedicated
61973,LOAD00061974,CUST00038,RTE00053,2026-03-08,Dry Van,24835,28,1812.7,209.79,75,Completed,Dedicated
61974,LOAD00061975,CUST00189,RTE00057,2026-03-08,Dry Van,32387,7,2567.95,276.3,75,Completed,Dedicated
61975,LOAD00061976,CUST00200,RTE00010,2026-03-08,Refrigerated,39577,2,137.71,15.64,200,Completed,Contract
61976,LOAD00061977,CUST00078,RTE00038,2026-03-08,Dry Van,19777,13,3050.88,314.64,0,Completed,Dedicated
61977,LOAD00061978,CUST00158,RTE00049,2026-03-08,Dry Van,25283,21,1882.29,144.0,75,Completed,Spot
61978,LOAD00061979,CUST00176,RTE00028,2026-03-08,Refrigerated,10991,10,4084.78,564.72,75,Completed,Dedicated
61979,LOAD00061980,CUST00073,RTE00042,2026-03-08,Refrigerated,27269,24,6575.48,472.14,100,Completed,Spot
61980,LOAD00061981,CUST00097,RTE00005,2026-03-08,Refrigerated,43266,28,4598.36,454.74,75,Completed,Spot
61981,LOAD00061982,CUST00096,RTE00021,2026-03-08,Dry Van,43905,13,5665.76,590.24,200,Completed,Spot
61982,LOAD00061983,CUST00174,RTE00012,2026-03-08,Dry Van,39671,7,5944.3,453.91,0,Completed,Contract
61983,LOAD00061984,CUST00005,RTE00021,2026-03-08,Refrigerated,37784,20,5194.71,590.24,200,Completed,Dedicated
61984,LOAD00061985,CUST00085,RTE00051,2026-03-08,Dry Van,31620,22,3557.69,460.0,150,Completed,Dedicated
61985,LOAD00061986,CUST00039,RTE00006,2026-03-08,Dry Van,11236,13,1537.35,189.0,75,Completed,Dedicated
61986,LOAD00061987,CUST00016,RTE00027,2026-03-08,Dry Van,32283,8,2226.05,419.43,150,Completed,Dedicated
61987,LOAD00061988,CUST00020,RTE00056,2026-03-08,Refrigerated,29281,24,4516.6,309.24,100,Completed,Spot
61988,LOAD00061989,CUST00164,RTE00027,2026-03-08,Dry Van,22831,23,2600.92,419.43,0,Completed,Dedicated
61989,LOAD00061990,CUST00168,RTE00016,2026-03-08,Dry Van,20380,14,7208.08,463.93,0,Completed,Dedicated
61990,LOAD00061991,CUST00108,RTE00044,2026-03-08,Dry Van,13692,25,8090.85,814.37,50,Completed,Dedicated
61991,LOAD00061992,CUST00127,RTE00006,2026-03-08,Refrigerated,13158,4,1480.68,189.0,0,Completed,Contract
61992,LOAD00061993,CUST00102,RTE00057,2026-03-08,Dry Van,18490,25,2128.73,276.3,50,Completed,Spot
61993,LOAD00061994,CUST00039,RTE00019,2026-03-08,Dry Van,36051,17,2591.48,406.72,100,Completed,Dedicated
61994,LOAD00061995,CUST00011,RTE00038,2026-03-08,Dry Van,25840,1,3207.01,314.64,0,Completed,Spot
61995,LOAD00061996,CUST00066,RTE00029,2026-03-08,Refrigerated,10570,14,6248.62,891.82,0,Completed,Dedicated
61996,LOAD00061997,CUST00089,RTE00011,2026-03-08,Refrigerated,33095,11,802.46,131.28,0,Completed,Spot
61997,LOAD00061998,CUST00156,RTE00033,2026-03-08,Refrigerated,19072,7,442.95,40.08,0,Completed,Spot
61998,LOAD00061999,CUST00169,RTE00031,2026-03-08,Dry Van,40364,23,1352.07,185.6,50,Completed,Dedicated
61999,LOAD00062000,CUST00166,RTE00041,2026-03-08,Refrigerated,30741,16,3147.11,255.36,0,Completed,Dedicated
62000,LOAD00062001,CUST00126,RTE00012,2026-03-08,Dry Van,42912,20,6509.48,453.91,100,Completed,Spot
62001,LOAD00062002,CUST00070,RTE00021,2026-03-08,Dry Van,26497,23,5210.91,590.24,0,Completed,Spot
62002,LOAD00062003,CUST00148,RTE00053,2026-03-08,Dry Van,30163,23,1975.86,209.79,50,Completed,Dedicated
62003,LOAD00062004,CUST00099,RTE00041,2026-03-08,Dry Van,28245,10,3671.95,255.36,0,Completed,Dedicated
62004,LOAD00062005,CUST00179,RTE00009,2026-03-08,Refrigerated,35919,24,1493.55,149.26,100,Completed,Dedicated
62005,LOAD00062006,CUST00145,RTE00041,2026-03-08,Dry Van,26024,26,3243.86,255.36,200,Completed,Contract
62006,LOAD00062007,CUST00059,RTE00016,2026-03-08,Refrigerated,32393,16,7124.06,463.93,200,Completed,Dedicated
62007,LOAD00062008,CUST00052,RTE00033,2026-03-08,Dry Van,16935,18,446.71,40.08,100,Completed,Dedicated
62008,LOAD00062009,CUST00023,RTE00018,2026-03-08,Refrigerated,35666,7,1272.14,187.6,200,Completed,Dedicated
62009,LOAD00062010,CUST00112,RTE00036,2026-03-08,Refrigerated,10493,18,615.91,86.46,50,Completed,Spot
62010,LOAD00062011,CUST00168,RTE00054,2026-03-08,Dry Van,24067,9,3418.5,295.83,100,Completed,Contract
62011,LOAD00062012,CUST00137,RTE00019,2026-03-08,Refrigerated,24096,24,3251.01,406.72,0,Completed,Dedicated
62012,LOAD00062013,CUST00187,RTE00025,2026-03-08,Dry Van,44264,24,4499.42,565.38,200,Completed,Dedicated
62013,LOAD00062014,CUST00108,RTE00007,2026-03-08,Dry Van,27837,27,3731.55,504.32,0,Completed,Contract
62014,LOAD00062015,CUST00064,RTE00036,2026-03-08,Refrigerated,30810,6,726.06,86.46,0,Completed,Dedicated
62015,LOAD00062016,CUST00033,RTE00007,2026-03-08,Refrigerated,31128,19,3668.45,504.32,75,Completed,Spot
62016,LOAD00062017,CUST00186,RTE00005,2026-03-08,Refrigerated,24698,19,3826.7,454.74,0,Completed,Dedicated
62017,LOAD00062018,CUST00160,RTE00009,2026-03-08,Refrigerated,44427,25,1956.47,149.26,75,Completed,Spot
62018,LOAD00062019,CUST00101,RTE00057,2026-03-08,Refrigerated,11753,11,2342.94,276.3,0,Completed,Dedicated
62019,LOAD00062020,CUST00086,RTE00009,2026-03-08,Dry Van,40904,22,1515.53,149.26,0,Completed,Dedicated
62020,LOAD00062021,CUST00070,RTE00032,2026-03-08,Dry Van,24222,18,4916.5,451.8,50,Completed,Dedicated
62021,LOAD00062022,CUST00183,RTE00039,2026-03-08,Dry Van,38834,1,2120.22,344.52,0,Completed,Dedicated
62022,LOAD00062023,CUST00146,RTE00017,2026-03-08,Dry Van,14895,25,1780.99,384.2,0,Completed,Contract
62023,LOAD00062024,CUST00022,RTE00010,2026-03-08,Refrigerated,37077,25,168.68,15.64,200,Completed,Dedicated
62024,LOAD00062025,CUST00141,RTE00009,2026-03-08,Refrigerated,19644,1,1545.08,149.26,0,Completed,Dedicated
62025,LOAD00062026,CUST00139,RTE00017,2026-03-08,Refrigerated,26454,25,2297.53,384.2,75,Completed,Spot
62026,LOAD00062027,CUST00004,RTE00057,2026-03-08,Dry Van,33126,1,2263.42,276.3,50,Completed,Spot
62027,LOAD00062028,CUST00042,RTE00012,2026-03-08,Refrigerated,12212,16,6761.98,453.91,0,Completed,Dedicated
62028,LOAD00062029,CUST00124,RTE00020,2026-03-08,Refrigerated,13603,17,3588.34,738.48,0,Completed,Contract
62029,LOAD00062030,CUST00051,RTE00011,2026-03-08,Refrigerated,18050,14,1000.93,131.28,200,Completed,Spot
62030,LOAD00062031,CUST00134,RTE00052,2026-03-08,Refrigerated,21751,20,1469.76,273.36,75,Completed,Spot
62031,LOAD00062032,CUST00053,RTE00004,2026-03-08,Dry Van,36429,23,3771.72,383.23,100,Completed,Spot
62032,LOAD00062033,CUST00093,RTE00021,2026-03-08,Refrigerated,37989,16,5408.07,590.24,0,Completed,Dedicated
62033,LOAD00062034,CUST00004,RTE00023,2026-03-08,Refrigerated,38740,25,3358.55,216.92,100,Completed,Dedicated
62034,LOAD00062035,CUST00099,RTE00003,2026-03-08,Refrigerated,18428,6,4889.76,580.87,100,Completed,Spot
62035,LOAD00062036,CUST00113,RTE00035,2026-03-08,Dry Van,17203,28,2168.83,344.12,150,Completed,Contract
62036,LOAD00062037,CUST00154,RTE00037,2026-03-08,Dry Van,19908,19,4363.29,537.81,75,Completed,Spot
62037,LOAD00062038,CUST00077,RTE00052,2026-03-08,Dry Van,14726,13,1404.23,273.36,0,Completed,Dedicated
62038,LOAD00062039,CUST00033,RTE00051,2026-03-08,Dry Van,38835,17,3323.27,460.0,75,Completed,Dedicated
62039,LOAD00062040,CUST00194,RTE00057,2026-03-08,Dry Van,33904,24,2537.64,276.3,150,Completed,Dedicated
62040,LOAD00062041,CUST00121,RTE00036,2026-03-08,Refrigerated,10163,5,682.47,86.46,50,Completed,Dedicated
62041,LOAD00062042,CUST00129,RTE00029,2026-03-08,Dry Van,36064,17,7247.35,891.82,100,Completed,Contract
62042,LOAD00062043,CUST00028,RTE00022,2026-03-08,Dry Van,26215,12,1238.07,161.53,0,Completed,Contract
62043,LOAD00062044,CUST00182,RTE00025,2026-03-08,Dry Van,33375,28,4744.22,565.38,150,Completed,Dedicated
62044,LOAD00062045,CUST00193,RTE00041,2026-03-08,Dry Van,28130,27,3764.68,255.36,100,Completed,Dedicated
62045,LOAD00062046,CUST00087,RTE00037,2026-03-09,Dry Van,33848,27,4343.42,537.81,0,Completed,Contract
62046,LOAD00062047,CUST00093,RTE00016,2026-03-09,Dry Van,12040,25,7434.55,463.93,0,Completed,Contract
62047,LOAD00062048,CUST00169,RTE00034,2026-03-09,Refrigerated,39167,18,4689.6,792.88,0,Completed,Spot
62048,LOAD00062049,CUST00061,RTE00002,2026-03-09,Dry Van,36032,22,1359.11,153.34,0,Completed,Dedicated
62049,LOAD00062050,CUST00196,RTE00025,2026-03-09,Refrigerated,13219,12,5558.52,565.38,100,Completed,Dedicated
62050,LOAD00062051,CUST00131,RTE00021,2026-03-09,Dry Van,39481,16,5506.56,590.24,75,Completed,Contract
62051,LOAD00062052,CUST00090,RTE00049,2026-03-09,Refrigerated,20701,3,2134.97,144.0,50,Completed,Dedicated
62052,LOAD00062053,CUST00117,RTE00055,2026-03-09,Refrigerated,10648,1,4088.82,357.25,100,Completed,Dedicated
62053,LOAD00062054,CUST00059,RTE00026,2026-03-09,Refrigerated,29583,17,3278.48,555.52,150,Completed,Contract
62054,LOAD00062055,CUST00135,RTE00057,2026-03-09,Refrigerated,10145,22,2301.29,276.3,150,Completed,Dedicated
62055,LOAD00062056,CUST00069,RTE00050,2026-03-09,Dry Van,12611,24,1387.03,170.88,150,Completed,Dedicated
62056,LOAD00062057,CUST00141,RTE00049,2026-03-09,Refrigerated,32894,16,2134.19,144.0,100,Completed,Dedicated
62057,LOAD00062058,CUST00177,RTE00030,2026-03-09,Refrigerated,32943,17,5068.86,708.51,150,Completed,Dedicated
62058,LOAD00062059,CUST00190,RTE00022,2026-03-09,Dry Van,25958,13,974.49,161.53,75,Completed,Contract
62059,LOAD00062060,CUST00090,RTE00055,2026-03-09,Dry Van,14934,5,3246.85,357.25,75,Completed,Dedicated
62060,LOAD00062061,CUST00073,RTE00031,2026-03-09,Refrigerated,13040,15,1220.31,185.6,150,Completed,Spot
62061,LOAD00062062,CUST00059,RTE00027,2026-03-09,Dry Van,32998,28,2564.69,419.43,100,Completed,Spot
62062,LOAD00062063,CUST00169,RTE00003,2026-03-09,Refrigerated,36691,4,4812.02,580.87,100,Completed,Dedicated
62063,LOAD00062064,CUST00172,RTE00044,2026-03-09,Dry Van,34650,26,6075.01,814.37,0,Completed,Dedicated
62064,LOAD00062065,CUST00106,RTE00051,2026-03-09,Refrigerated,26769,19,2904.08,460.0,0,Completed,Contract
62065,LOAD00062066,CUST00149,RTE00024,2026-03-09,Dry Van,35048,28,2597.47,376.0,50,Completed,Contract
62066,LOAD00062067,CUST00030,RTE00045,2026-03-09,Refrigerated,23538,20,1355.33,137.31,200,Completed,Spot
62067,LOAD00062068,CUST00096,RTE00006,2026-03-09,Dry Van,36385,28,1552.34,189.0,0,Completed,Dedicated
62068,LOAD00062069,CUST00196,RTE00020,2026-03-09,Dry Van,22339,12,3315.23,738.48,150,Completed,Contract
62069,LOAD00062070,CUST00118,RTE00034,2026-03-09,Dry Van,10027,11,4905.18,792.88,200,Completed,Contract
62070,LOAD00062071,CUST00096,RTE00021,2026-03-09,Refrigerated,22912,14,5086.7,590.24,0,Completed,Contract
62071,LOAD00062072,CUST00164,RTE00040,2026-03-09,Refrigerated,42509,2,3562.65,524.7,0,Completed,Contract
62072,LOAD00062073,CUST00043,RTE00010,2026-03-09,Refrigerated,31088,28,156.66,15.64,100,Completed,Dedicated
62073,LOAD00062074,CUST00190,RTE00056,2026-03-09,Refrigerated,29743,1,4018.3,309.24,0,Completed,Contract
62074,LOAD00062075,CUST00073,RTE00018,2026-03-09,Dry Van,13395,25,1548.82,187.6,200,Completed,Dedicated
62075,LOAD00062076,CUST00007,RTE00046,2026-03-09,Dry Van,28962,4,6990.28,499.18,150,Completed,Dedicated
62076,LOAD00062077,CUST00158,RTE00017,2026-03-09,Refrigerated,42779,22,2093.76,384.2,50,Completed,Spot
62077,LOAD00062078,CUST00038,RTE00014,2026-03-09,Refrigerated,10943,15,2461.07,228.76,150,Completed,Spot
62078,LOAD00062079,CUST00155,RTE00011,2026-03-09,Dry Van,23691,24,921.67,131.28,0,Completed,Contract
62079,LOAD00062080,CUST00043,RTE00027,2026-03-09,Refrigerated,20330,26,2621.61,419.43,0,Completed,Spot
62080,LOAD00062081,CUST00120,RTE00011,2026-03-09,Dry Van,20144,20,819.44,131.28,100,Completed,Dedicated
62081,LOAD00062082,CUST00165,RTE00028,2026-03-09,Dry Van,42933,13,4639.61,564.72,75,Completed,Dedicated
62082,LOAD00062083,CUST00027,RTE00006,2026-03-09,Dry Van,21989,13,1466.42,189.0,0,Completed,Contract
62083,LOAD00062084,CUST00109,RTE00057,2026-03-09,Dry Van,13184,10,2392.41,276.3,150,Completed,Dedicated
62084,LOAD00062085,CUST00114,RTE00002,2026-03-09,Refrigerated,33819,1,1478.65,153.34,150,Completed,Dedicated
62085,LOAD00062086,CUST00082,RTE00019,2026-03-09,Dry Van,37262,5,2868.73,406.72,0,Completed,Contract
62086,LOAD00062087,CUST00025,RTE00041,2026-03-09,Refrigerated,16093,13,2970.47,255.36,200,Completed,Contract
62087,LOAD00062088,CUST00164,RTE00012,2026-03-09,Refrigerated,42162,20,6350.16,453.91,75,Completed,Contract
62088,LOAD00062089,CUST00188,RTE00016,2026-03-09,Dry Van,44929,26,7835.89,463.93,0,Completed,Contract
62089,LOAD00062090,CUST00022,RTE00052,2026-03-09,Refrigerated,26111,4,1301.61,273.36,100,Completed,Contract
62090,LOAD00062091,CUST00156,RTE00051,2026-03-09,Dry Van,12809,27,3476.39,460.0,200,Completed,Dedicated
62091,LOAD00062092,CUST00102,RTE00026,2026-03-09,Dry Van,24224,17,3198.17,555.52,50,Completed,Contract
